District Name,Name,Address,Contact Number,
,Thakur ayush clinic(Homoeopathy and ayurveda),Main road,,
,Dr. Pankaj Dehariya,"854C+F5R, Amarwara-Chaurai Rd",,
,Sanjeevani Ayurved,Sanjeevani Ayurved Narsigward,094072 81663,
,"Arogyashri Ayurveda Panchakarma Hospital & Research Institute, Seoni,",·,098274 41723,
,Dhanvantri Ayurvedic Kshara Sutra Chiktisa Kendra Seoni,,,
,LIFEWOOD AYURVEDIC HEALTHCAER,,,
,Dr. P S Thakur,·,094246 80675,
,Dubey Ayurveda @ dr Pradeep Dubey (Vaidraaj),"Unnamed Road, 480884",094247 16452,
,Saraswati Ayurveda,"Tuti puliya, road, near polytechnic ground",,
,Rajkumar Ayurvedic Medicine,Main Road,091315 90415,
,Dr A.K. Dixit Ayurvedic clinic,,,
,Govt. Ayurvedic Hospital,"MW4R+PFR, near SDOP Office",,
,RAMAIAH AYURVEDA WELLNESS CENTER,"MPT BAGHIRA JUNGLE RESORT, MOCHA",,
,Clinic,7MX2+PF3,,
,Mohan Aharwar ayurvedic medicine marketing manager,Dhaba road ward no. 9 mohan Aharwar ayurvedic clinic Amarwara Amarwara dhaba road ward no 09 Chhndwara,,
,Dr Deepak Pandey Clinic,"MX62+WCC, MP SH 40",094254 46253,
,Asthang Chikitsalya,"Bhari Road, Anant Ram Chauraha",089828 23039,
,Shree Vishwa Naramda Ayurvedic Chikitsalaya,"WQ8J+979, in front of khakariya temple",,
,Gourang Ayurvedic Herbal India,,,
,Maa sadhana clinic mandla,J92C+C6G,,
,Dr rk Malvi,"97Q7+65G, Unnamed Road",,
,Namoh Ayurvedic clinic,"Bus Stand, New",098916 66219,
,Bajrangbali Piles Clinic,"Bamhori, Busstand",,
,Gupta ayurvedic clinic,Mata Mandir Rd,,
,Dr. Tarun Ray Clinic,"Bahari Road, Kandeli",094243 27974,
,Dr. Nidhi Khemuka,"Matrashree Aparrment, Gayatri Mandir",,
,"Atharva Aosadhi bhandar, (Ayurvedic davakhana)",Barghat Rd,096693 61296,
,Patanjali Chikitsalaya,"Shop No. 14, Banganga Complex, Private Bus Stand",098264 08570,
,शासकीय आयुर्वेदिक औषधालय पेट देवरी,C67M+PFQ,097524 79606,
,SHREE BHAGCHAND THAKUR JI,,,
,Arogya City Hospital Ayurved,JJ33+CRG,076902 40913,
,"Psychology, Meditation & Ayurveda centre","7, near bus stand",,
,Patanjali Chikitsalaya,"Bus Stand Rd, near ashoka hotel",088789 70817,
,Dr. Shyam Inwati- General physician in Chhindwara,"Dhanwantari clinic, Chhindwara - Narsinghpur Rd, near govt hospital",,
,JAGDAMBA CLINIC,,,
,Patanjali Chikitsalaya,"Singhpur Road, near Cement Pipe Industries",099934 81901,
,Darjuv9 Nature family(Saurabh jain),Mahadev ward,,
,Dr.Rajkumar Nema,W5XW+35V,,
,Swami Ayurved India,"Barmaan, Kareli, 487330",093001 57500,
,Dr. Deepak Kulshrestha,"Behind Raj Vatika JP Road, Chanakyapuri Rd",098274 30701,
,DR. B S THAKUR,"G29R+FGH, Mandla Road, District Mandla, Tehsil Nainpur",07646 274 402,
,Suryawanshi Health Care,"8539+6G7, Unnamed Road",098934 07604,
,Pvt bus stand,Bus stand,,
,Harsh Ayurved Bhawan,285 Dr rajendra prasad ward kareli,,
,AROGYAM CHIKITSALAYA (AYURVEDIC),VQXQ+M6C,,
,Keerti Ayurvedic Hospital,75W8+94H,089896 36529,
,AYUSH Health & Wellness Centre ( HWC) Alna,8Q4X+JPR,,
,Pvt bus stand,Rani abawabntibi war,,
,Ayush Wing Panchkarma Therapy Center Mandla,"H9WC+GFW, District Hospital Sitapur St",,
,"EMERGENCY UNIT, OF TREATMENT, FOR PATIENTS.","144, Banskuari Road, Pathak Ward Purana Ram Nagar, H/No 02",,
,Anuj Awasthi Ayurved Seva Sansthan,,,
,Ayush Wing Panchkarma Therapy Center Seoni,"f 8, Barapatthar Rd",,
,Bandariya village,89W7+Q5,,
,Sanjeevani Ayurveda Clinic,,094243 00217,
,Arogya nikatan dham,Arogya nikatan dham,,
,Govt. Ayurved Dispensary Alna,8Q4X+MM8,,
,Dr Diwakar Tiwari,MP SH 11,,
,Dr. Prasoon Shrivastava,"f 8, Barapatthar Rd",099608 71207,
,Dr. Vikas Rai,Karikon Tiraha,,
,AAROGYA CLINIC,W79X+5PG,,
,Dr Lalima Daharwal,Unnamed Road,,
,Bhagirath Aushdhalaya,WQCP+QGM,,
,sai ram hospital,3GQV+QM3,076922 24414,
,BHARAT MEDICAL STORES SEONI,"DR.MAHENDRA OGAREY K SAAMNE,MISSION HOSPITAL,, Near DR.SENGER CLINIC,, Near bus stand",094246 81085,
,Dr. Sudhir Singhai,W5WX+H6R,077922 30715,
,"आयुर्वेदिक सेवा संस्थान, नागलवाड़ी","Beside Hanumanji Mandir, Ward 18, At Nagalwadi, Post",070001 90206,
,Jan Swasth Clinic,Sankal Road,098263 31011,
,HOME HERBAL CLINIC,"3GPX+36P, Unnamed Road",,
,Dr. Kharpuse Clinic,"8MWH+2RM, MP SH 19",,
,Dr. Shukla Homeopathy Clinic,·,070004 27220,
,Ayurveda hospital,5M9R+MPW,,
,Govt. Ayurved Dispensary Chandna,"67JQ+MW3, Unnamed Road",,
,Dr. Ritu Homoeopathy,"W6W2+MVJ, Sankal Rd",089891 57372,
,Gumasta Homoeopathic Clinic,·,095753 69748,
,Sanjeevini Ayurveda Clinic | Ayurved clinics | Panchakarma Center,"Narsinghpur Rd, beside of gramin bank,infront of janpad school",078423 46236,
,Vedraj आयुर्वेदिक,,,
,Samvedana Homeopathic Dawakhana,"Ashinik Colony, Seoni, NH-7, Seoni",094251 52085,
,Sri sri tattva seoni,Agrawal Dharmshala durga chauk,,
,,,,
Dindori,,,,
,,,,
,"Psychology, Meditation & Ayurveda centre","4, near bus stand",,
,Dr. K.P Kori.,W3VG+W26,,
,Shukla House,Padariya ray,,
,Dr R K Biswas,"P3WX+H48, Bichhiya-Dindori Rd",,
,Brahma Kumaris Shahpura (Dindori),"H NO: 46, SHIVDARSHAN BHAWAN NEAR VIJAY GUPTA WELDING WORK SHOP WARD NO: 3",089821 65225,
,Dr.Tarun Singh ( Aarya Vaidhyam - Ever Healthy Health Centre ),"ard no.32 behind kopriha petrol pump ,near new bus stand",094253 44432,
,Patanjali Arogya Kendra& Panch karma,,,
,Patanjali Chikitsalaya & Green Mega Mart,W3QH+8PF,,
,Asclepius Wellness Pvt Ltd.,Dist,,
,Sparsh Ayurvedic clinic,"Infront of canara bank, Infront of ICH",,
,Rai Medical Stors,"W3WG+9H2, MP SH 22",094258 44760,
,Dr. A K NAMDEO MRITYUNJAYA AYURVEDA,Unnamed Road,096916 31046,
,Ayurved Chikitsa Evam Aushadhi Kendra,Infront of Narmada Temple,,
,Vibhu Homeopathic & Ayurvedic Care विभू होम्योपैथिक एवं आयुर्वेदिक केयर,"Banganga Road, near New Bus Stand, beside Axis Bank ATM",097138 78872,
,PRAKRITI AYURVED HEALTHCARE CENTER,"MARWAHI ROAD, BANDHI LIC agent chauhan office, bandhi",079995 57802,
,S.P CLINIC एसपी क्लिनिक,Railway station,090457 86022,
,Dr Smriti Chourasia Ayurveda Clinic,"5V6R+9WG, plot no.165-166, shahinaka road, Garha 1320k, gurhataal, street, near ganesh furniture",081095 55577,
,AATREYA AYURVED AOUSHDHALYA &PUNCHKARMA KENDRA,"QXG5+P4W, HANUMAN GUNJ...CHHATISHGARH",077512 24063,
,Patanjali Chikitsalaya,"Doctors Colony,Near Jail Building",,
,,,,
Betul,Kamadgiri Ayurveda,"near Kaveri Estate, Malakhedi Rd",,
,Dr. Himanshu Rai- Ayurveda Panchkarma Specialist in Satna,Bank Colony Rd,098931 95870,
,Mahashakti ArogyaDham,Itarsi Rd,088396 89571,
,Ajmera Ayurveda Aashram,Q953+794,075762 20500,
,Aanjneyam ayurvedic chikitshlay & panchakarma center,"PPWW+J6J, Babai Rd",090391 50802,
,Shukla Ayush Kendra,PQX2+Q4C Gour colony,,
,Shri Hit leela ayurved oushdhalay hoshangabad,"Gour colony, Main Road, near SBI Bank",,
,Krishna Altos AYURVED CENTRE,"RQXW+H42, SAHU HOSPITAL MAIN ROAD SHAHGANJ",,
,Ayurveda Sanjeevni,"PPXR+G4H, Patwari Colony,, Babai Road, Hoshangabad, near Mahindra Tractor Showroom",099266 01329,
,Kanhawadi Baba Bhagat Ayurvedic Clinic,Babulal Bhagat Ayurveda Center Rd,,
,Narmada ayurvedic jiyyo e -mitra clinic betul,"Sub Station, new, indira ward, behind 132 kV",,
,Dhanvantari ayurved,"QP3H+X87, Unnamed Road",,
,SaiShyam Super Speciality Ayurvedic Panchkarm Hospital,,,
,Sanjivani ayurved chikitsa,QP3F+8G5,,
,Vaidya Shukla,"FCFQ+MGX, Patel Rd",,
,Ayurvedic Hospital,WV6W+V3V,,
,Shree Ayurvedam Clinic,VVRX+PFR,,
,Ayushi Clinic,"Old, Betul Road, near Tiwari Photo Studio",,
,Sri Atreya Ayurvedic Bhawan,Bade Mandir Ke Pass,,
,Sattva Multispeciality Ayush Clinic Betul,"Back of Jyoti Super chandrasekhar ward, Itarsi Rd",,
,Patel's Ayurved Aushadhalaya,Kasera bazar,,
,"Govt. Ayurved Dispensary, Bayan, Sehore",PHM2+PVC,,
,Dirghayu Ayurvedic Hospital,Link Rd,,
,SATTVA MULTISPECIALITY AYUSH CLINIC BETUL,"infront of Balaji Library, Itarsi Rd, below baraskar coaching classes",091750 22330,
,Patanjali Chikitsalaya,"Ward No. 25,, Nehru Ganj",099933 81903,
,Patanjali Chikitsalaya,in front of Railway Station,094246 40011,
,Prahlad Medical,near Railway station,,
,Mahamrityunjaya Ayurved & Panchkarma,"MIG 49, Housing Board Colony, Taigore ward",095848 29807,
,SHREE PREM AYURVED PANCHAKARAM HOSPITAL,"WW66+685, Kalapatha Rd",,
,Jain Ayurvedic Udyog,"FCFP+XXC, near jain temple.",075782 52138,
,Mahamrityunjay ayurvedic clinic infront of balaji vihar,"WV7W+2G2, Tikari Rd",,
,Sajal Homeopathic Ayurvedic Clinic Gadaghat Road Tikari Betul,"Sajal Homeopathic Ayurvedic Clinic, Gadaghat road",062694 30208,
,"आरोग्य,योग एवं प्राकृतिक चिकित्सा संस्कार केंद्र",near st joseph Hospital,,
,Altos Sai Ayurvedic And Beauty Centre,Baretha - Sarni Rd,,
,Sable Medical,WW72+9CG,,
,Aarogyam Clinic,WW82+XXR,,
,Jain Ayurvedic Udyog,Jai Prakash Marg,070243 59590,
,Rajurkar Ayurvedic Medical Store,WW72+592,,
,Om Ayurvedic Medical College and Hospital,"Bharat Bharti, Jamthi, NH69, Bhopal road,",07141 261 753,
,AyushCare Panchakarma & SPA clinic,42F5+M28,,
,shree Sai Dhanvantri Ayurvedic aushadhalaya,"WV2R+7QJ, Infront of gadekar hospital, Itarsi Rd",,
,Dr Chauhan's Clinic,"M7PF+RF2, Bhopal Rd",,
,Nisulk(free) Ayurvedic Clinic,6FPC+VPF,097550 07914,
,Mahashakti Ayurved Pvt. Ltd.,"PPWP+276, kishanpura industrial area",,
,Patanjali Arogya Kendra,"Ground Floor, Infront of Dr Gadekar Hospital, Itarsi Rd",079990 44238,
,Ayushmaan Clinic,Old Market Rd,,
,Ayushmaan Superspeciality Ayurveda Panchakarma Clinic And Research Center,Main Rd,089895 16259,
,Kanhawari Ayurvedick Center,"4X5G+FPV, Babulal Bhagat Ayurveda Center Rd",,
,Krishna Lal Yadu,,07147 290 099,
,Natural Herbal beauty clinic By:- (Dr.Jyoti Dubey),Front of girls college,,
,Amresh Puri,VMW2+CRF,,
,Majumdar Villa,62C2+PQP,,
,Gopi kirana stores,"near K.K Verma petrol pump,Badora",094250 03020,
,Shri Yogiraj Patanjali Arogya Kendra,·,077488 84849,
,Ramkisan kunjilal sahu,"Jagdishpur, Sethani Ghat Rd",098263 10682,
,Dr sujata homoeopathic clinic,Link Rd,097700 56627,
,Neha Medical Store,"Halwaai Chowk, Itwara Bazar Main Rd",099265 09120,
,kayakalp yog nisrgopchar anushandhan kendra,vikas nagar,,
,Shri S.R Medical Agency & Ayurveda Clinic,"VWJ7+R52, Infront of Hanuman mandir, Batama Betul-Bazar, Road",,
,Mahamrityunjay ayurvedic clinic MMARF,"Mahamratunjay ayurvedic clinic, infront of balaji vihar, gadaghat raod",,
,Bhavya Health Care,,,
,Sharma Ayurvedic Stores,"Chourasiya Complex, Sandiya Rd",,
,Dr badve,"VVXV+QVQ, Genda Chowk Sadar Betul",,
,Gayatri Ayurvedic,"Bus Stand, Shop No 29 Saray Complex",,
,Ayushmaan superspecility Panchakarma and Research centre,Main Rd,,
,Ayushman Traders IMC,College Rd,,
,Shri Ram Medical,MP SH 19,,
,Dr Vikas Agrawal's Homeo Clinic,·,099816 80006,
,Baba Shahab Ayurved,"4X5H+J65, Babulal Bhagat Ayurveda Center Rd",,
,"Dr. Lakhan Pawar, Homeopathic physician",College Rd,099931 57074,
,Dr Shraddha Dhote - Paralysis Treatment | Migraine Treatment | Vitiligo Treatment | Acidity Treatment | Leucorrhea Treatment,·,073879 91195,
,Ayurvedic Dawakhana,"Chicholi, Betul, NH-59A, Betul Road, Betul",099773 84512,
,Govt. Ayurveda Dispensary Dewas,X397+XJ8,,
,ALTOS SUPER ZONE,CHOUDHARY COMPLEX,,
,Anjaneya Ayurveda panchkarma Chikitsalaya,,,
,,,,
Harda,,,,
,Baidyanath Ayurvedic Medical,"Golapura, Harda, NH-12, Harda",,
,BK Brihat Ayurveda Harda,"Maharana Pratap Chowk, in front of VAIDIC PLAY SCHOOL",,
,SUKHAYU AYURVEDIC CLINIC AND PANCHKARMA CENTRE,PRAKASH TOWER,094245 00387,
,Keshava Ayurvedic Hospital,83QQ+5XX,099776 98910,
,Vatsalya Clinic-Dental Care & Ayurved Panchkarma Centre,"bus stand, 24, Subhash Ward, near Rahul Motors",,
,Pal Ayurvedic Herbal Center,,088198 74857,
,Yahya Unani & Aayurvedic Store,Ward No.23 Dabal Fatat Masjid Ke Paas Harda Dadal Fatak Masjid Ke Paas,,
,"NATHURAM NARAYAN DAS PALIWAL,TOPIWALA CHEMIST","432 ,GHANTAGHAR CHOWK ,MAIN ROAD",094250 44490,
,Gayatri Homoeo Clinic Dr Rajesh Patlya,83QQ+M55,098268 14959,
,,,,
Narmadapuram,Baidyanath Ayurvedic Medical,"Golapura, Harda, NH-12, Harda",,
,Keshava Ayurvedic Hospital,83QQ+5XX,099776 98910,
,SUKHAYU AYURVEDIC CLINIC AND PANCHKARMA CENTRE,PRAKASH TOWER,094245 00387,
,BK Brihat Ayurveda Harda,"Maharana Pratap Chowk, in front of VAIDIC PLAY SCHOOL",,
,Vatsalya Clinic-Dental Care & Ayurved Panchkarma Centre,"bus stand, 24, Subhash Ward, near Rahul Motors",,
,Shri Dhanvantari ayurvedic prakratik chikitsalaya center,Nehru stadium ke saamne gurjar boarding gali no. 3 chupane road,,
,Pal Ayurvedic Herbal Center,,088198 74857,
,Dr Santosh chaurey Sanjivani Ayurveda & Panchkarma Kendra,"Sanjivani Ayurved, near Narmada college",,
,"NATHURAM NARAYAN DAS PALIWAL,TOPIWALA CHEMIST","432 ,GHANTAGHAR CHOWK ,MAIN ROAD",094250 44490,
,Yahya Unani & Aayurvedic Store,Ward No.23 Dabal Fatat Masjid Ke Paas Harda Dadal Fatak Masjid Ke Paas,,
,Gayatri Homoeo Clinic Dr Rajesh Patlya,83QQ+M55,098268 14959,
,E-nirogi,"Nehru stadium lane no. 1, near by ssgb school",091316 10058,
,Shree Sarweshwar Ayurvedshala,5,,
,Gurjar medicos,,,
,Chaitanya Netralaya,"MIG 22, Nehru Stadium",,
,SaiShyam Super Speciality Ayurvedic Panchkarm Hospital,,,
,Ayurveda Sanjeevni,"PPXR+G4H, Patwari Colony,, Babai Road, Hoshangabad, near Mahindra Tractor Showroom",099266 01329,
,Palse Hospital Harda,83PV+8WW,,
,"आरोग्य,योग एवं प्राकृतिक चिकित्सा संस्कार केंद्र",near st joseph Hospital,,
,Dhanvantari ayurved,"QP3H+X87, Unnamed Road",,
,Mahashakti ArogyaDham,Itarsi Rd,088396 89571,
,Sanjivani ayurved chikitsa,QP3F+8G5,,
,Kamadgiri Ayurveda,"near Kaveri Estate, Malakhedi Rd",,
,shri vijay agencies,MPSH 15,,
,Aanjneyam ayurvedic chikitshlay & panchakarma center,"PPWW+J6J, Babai Rd",090391 50802,
,Patanjali Chikitsalaya,in front of Railway Station,094246 40011,
,Shri Hit leela ayurved oushdhalay hoshangabad,"Gour colony, Main Road, near SBI Bank",,
,Neha Medical Store,"Halwaai Chowk, Itwara Bazar Main Rd",099265 09120,
,Patel's Ayurved Aushadhalaya,Kasera bazar,,
,Shukla Ayush Kendra,PQX2+Q4C Gour colony,,
,Sindhi Colony,,,
,Dr. Narayan Gurjar,52HF+R5Q,,
,डॉ प्रमोद भट्ट नाड़ी एवं आयुर्वेद चिकित्सालय,"c 14, Narmadapuram Rd",,
,Dr. Nitesh Jha | Ayurveda | OMKAR AYURVEDIC MEDICINAL CLINIC,"WARD NUMBER 23, OMKAR AYURVEDIC MEDICINAL CLINIC SHOP NUMBER 5, RAILWAY, Station Rd, near ANAND WHARE HOUSE",,
,Dr. Rajendra Gehlot Ayush Sthan,"31, Shubhalay Parisar, NH 12, Hoshangabad Road,, Near Srikrishnapuram, in front of Samardha Petrol Pump,",089894 06450,
,"Vanaushadhi ayurveda- Dr Ajay sengar, Dr Namita sengar","5FM3+XJP, Narmadapuram Rd",,
,🅽🅰🅼🅾🅷 🅲🅻🅸🅽🅸🅲: Best Sexologist In Bhopal| Best ayurvedic doctor in Bhopal| Sex Specialist Doctor| best sexologist near me|,"3114, Surendra Landmark, NAMOH AYURVEDA, C Block, Narmadapuram Rd, near Ashima Mall",077709 92222,
,Dr V G Deshmukh memorial OJAS AYURVED,"05 Vasundhara, Surendra Place, Narmadapuram Rd",094253 82032,
,Shivram Ayurvedic Medical Store,FFCM+HPF,,
,Atharva ayurvedic clinic,"b-59, barfani dham,ahmedpur kala, Narmadapuram Rd",,
,,,,
Rewa,,,,
,,,,
,keraliya panchkarma and Ayurkeralam Ayurvedic clinic,"Keraliya panchkarma, railway station, mod, near Sunil dhaba",097558 73295,
,Aatreya Panchakarma - Ayurvedic And Homoeopathic Clinic,"Bus Stand, Nehru Nagar Main Gate, samdariya multiplex ke Samne, New",097139 95463,
,Dr Rajeev Agnihotri( M.D.-Ayurveda)Ayurvedic specialist,"Nritya, raghav school ke saamne",094259 83060,
,Sukhdayi Ayurved & Panchkarma wellness clinic,"D52 , Nirmal Empire 2 , opposite sadhu shri garden , Saman",,
,REWA AYURVED AND RESEARCH CENTRE BODABAG,Bodabag Rd,070490 59178,
,Kalpsudha clinic,,,
,HEALING HANDS CLINIC( Clinic For Complete Ayurveda Solutions),"Nipaniya Road, in front of Nritya Raghav Saraswati School",091744 88188,
,Dr. Deepak Kulshrestha,"Behind Raj Vatika JP Road, Chanakyapuri Rd",098274 30701,
,Bhagwati Ayurveda Clinic And Panchkarma Centre,"Kuthuliya Near Bhichhiya Pull, Road",087706 59742,
,ARCHANA DWIVEDI IN NAV KAYA SRIJAN CLINIC,"174 / 1, Narendra Nagar Rd",,
,Hari om clinic,Tds marriage garden,079870 86247,
,Sparsh ayurveda and panchkarma centre,"padmnabham chaya, ashirwad furniture, Satna Rd",074703 38738,
,Aatreya Panchakarma,"2nd floor, Hotel Raj Palace ,behind SBI main branch, old bus stand collectrat road",,
,Govt. Ayurvedic Hospital Rewa,·,095755 22246,
,Ayurvedic hospital,G7QW+F3R,,
,Sanjeevani Ayurveda and Panchkarma Centre,"Infront of New Science College, near Jila Van Mandal Karyalay",094246 09494,
,SHRI BHAGWAN AYURVEDAM REWA M.P.,"Middle of Collage Square, JU- MIG -8, Sirmour Rd, in front of Durdarshan Kendra",075034 74674,
,Dr Pankaj Mishra,·,097550 32452,
,ASHA AGENCY Ayurved,G8X4+63Q,,
,DR PHALAHARI EH/AYUR/HOMEO CLINIC CENTER,SHRI KD SINGH COMPLEX,,
,Patanjali Chikitsalaya,"Narendra Nagar, Amaiya Colony, 174 / 1, Narendra Nagar Rd",094251 86185,
,DR L M KUSHWAH,"Junior, mig 8",094253 63488,
,संजीवनी आयुर्वेद एवं पंचकर्म केन्द्र,G7XR+4XC,094246 09494,
,PANDEY CLINIC,,,
,Kamla Clinic (Vedas Care Clinic Rewa),"H84C+977, 10/2044Shivnagar",,
,Ayurveda ReTreat,G8M4+HPJ,,
,"Patanjali Arogya Kendra. Saman rewa, Arya Ayurved rewa",New Bus Stand.Saman Teraha,,
,Sparsh Ayurveda and panchakarma therapy center,"सुपर बाजार के बगल में, Panna-Satna Rd",,
,VEDAS Care Clinic Rewa,10/2044,,
,आयुर्वेदरसायनम्,"Ward no 2, near kirti kranti press",,
,Dr.Ambar Pare Naturopathy Centre Village Duliya District Harda Madhya Pradesh,Unnamed Road,084508 87878,
,Niramay,Mahalakshmi medical store,,
,"शासकीय आयुष औषधालय, रीवा","G7GQ+QFF, Fort Rd",,
,Dr A k Dwivedi-Shanti Homoeopathic Clinic & Skin Care Center,"First Floor, Saman Tiraha, above Mahindra Tractor Agency, near New Bus Stand",094244 43845,
,Dr.Deependra Soni,,090397 30473,
,"Government Autonomous Ayurved College, Nipaniya Rewa",Ayurvedic Hospital,076622 21040,
,Aashirwad homoeopathic clinic,"Shop no. 1 saman tiraha, near new bus stand",070899 33909,
,Nagaarjun ayurvedam,G8R2+P57,,
,Dr. Prabhakar Chaturvedi Clinic,"G7VG+M7G, Dhekha",,
,"Dr Batra’s Homeopathy, Hair & Skin Clinic","Ground Floor, John Tower (AIRTEL CELL TOWER), near College Chauraha",070450 00666,
,Keraliya ayurved & panchkarma treatment for spine & disc disease,"G7Q6+4X8, Near sunil dhaba railway mod, Satna Rewa Rd",,
,,,,
Satna,,,,
,Sparsh Ayurveda and panchakarma therapy center,"सुपर बाजार के बगल में, Panna-Satna Rd",,
,Aatreya Panchakarma - Ayurvedic And Homoeopathic Clinic,"Bus Stand, Nehru Nagar Main Gate, samdariya multiplex ke Samne, New",097139 95463,
,Sparsh ayurveda and panchkarma centre,"padmnabham chaya, ashirwad furniture, Satna Rd",074703 38738,
,Dr Rajeev Agnihotri( M.D.-Ayurveda)Ayurvedic specialist,"Nritya, raghav school ke saamne",094259 83060,
,Sukhdayi Ayurved & Panchkarma wellness clinic,"D52 , Nirmal Empire 2 , opposite sadhu shri garden , Saman",,
,keraliya panchkarma and Ayurkeralam Ayurvedic clinic,"Keraliya panchkarma, railway station, mod, near Sunil dhaba",097558 73295,
,संजीवनी आयुर्वेद एवं पंचकर्म केन्द्र,G7XR+4XC,094246 09494,
,REWA AYURVED AND RESEARCH CENTRE BODABAG,Bodabag Rd,070490 59178,
,Bhagwati Ayurveda Clinic And Panchkarma Centre,"Kuthuliya Near Bhichhiya Pull, Road",087706 59742,
,Aatreya Panchakarma,"2nd floor, Hotel Raj Palace ,behind SBI main branch, old bus stand collectrat road",,
,ARCHANA DWIVEDI IN NAV KAYA SRIJAN CLINIC,"174 / 1, Narendra Nagar Rd",,
,Dr. Deepak Kulshrestha,"Behind Raj Vatika JP Road, Chanakyapuri Rd",098274 30701,
,HEALING HANDS CLINIC( Clinic For Complete Ayurveda Solutions),"Nipaniya Road, in front of Nritya Raghav Saraswati School",091744 88188,
,PANDEY CLINIC,,,
,Hari om clinic,Tds marriage garden,079870 86247,
,Govt. Ayurvedic Hospital Rewa,·,095755 22246,
,Keraliya ayurved & panchkarma treatment for spine & disc disease,"G7Q6+4X8, Near sunil dhaba railway mod, Satna Rewa Rd",,
,Kalpsudha clinic,,,
,Dr Mukesh Kumar Pandey Ayurvedic Pharma Clinic,G7R7+6VF,,
,Sanjeevani Ayurveda and Panchkarma Centre,"Infront of New Science College, near Jila Van Mandal Karyalay",094246 09494,
,ASHA AGENCY Ayurved,G8X4+63Q,,
,Ayurvedic hospital,G7QW+F3R,,
,Dr Pankaj Mishra,·,097550 32452,
,Dr. Shriram dwivedi,G7Q9+3WR,,
,SHRI BHAGWAN AYURVEDAM REWA M.P.,"Middle of Collage Square, JU- MIG -8, Sirmour Rd, in front of Durdarshan Kendra",075034 74674,
,DR PHALAHARI EH/AYUR/HOMEO CLINIC CENTER,SHRI KD SINGH COMPLEX,,
,DR L M KUSHWAH,"Junior, mig 8",094253 63488,
,Dr Alok Singh (Arogyam Ayurveda),·,062600 24382,
,Ayurveda Clinic (__आयुर्वेदिक क्लीनिक__),HR9R+4MC,,
,Patanjali Chikitsalaya,"Narendra Nagar, Amaiya Colony, 174 / 1, Narendra Nagar Rd",094251 86185,
,Sanyasi Ayurvedic Medicine,HRF4+C67,,
,"Patanjali Arogya Kendra. Saman rewa, Arya Ayurved rewa",New Bus Stand.Saman Teraha,,
,A to z Ayurveda Clinic,in front of Kapoor banglow,070005 61189,
,Dr. S.L. Kushwaha Ayurveda,"HRJ8+FJ6, near badi hanuman mandir",,
,A to z ayurvedic hospital and panch karma center,Ward no 34 kahua k ped k pass mallahan tola,,
,Honey Clinic,"G8F3+QGP, MP SH ASF CHOWK",,
,KAAYA Ayurvedic & Panchkarm Centre,"Bus Stand, Bank Colony Road, Road",090397 92302,
,SHIVAM WELLNESS,"JAGARNATHPURI,RAMESHWARAM MANDIR ROAD",,
,VEDAS Care Clinic Rewa,10/2044,,
,dr irfan ahmed,"s 9, Rajendra Nagar Rd",098273 48786,
,Dr A k Dwivedi-Shanti Homoeopathic Clinic & Skin Care Center,"First Floor, Saman Tiraha, above Mahindra Tractor Agency, near New Bus Stand",094244 43845,
,Dr Praveen Nigam,"154, Gali Number 7",076722 24353,
,Dr.Deependra Soni,,090397 30473,
,Kamla Clinic (Vedas Care Clinic Rewa),"H84C+977, 10/2044Shivnagar",,
,IMC Ayurvedas,"shop 23, Ramna tola",095494 44469,
,Sri Sai clinic,"45678, Bodabag Rd",,
,Dr. B.L. Sharma,G8C9+8FW,,
,"शासकीय आयुष औषधालय, रीवा","G7GQ+QFF, Fort Rd",,
,Dr.Anand Dwivedi,"Cure Homeo Clinic, Venkat no.1 school, near Collectorate, beside Vaishai Press",,
,Maheshwari Arogyam Satna,Sarashwati School Rd,076722 24236,
,,,,
Sidhi,Sukhdayi Ayurved & Panchkarma wellness clinic,"D52 , Nirmal Empire 2 , opposite sadhu shri garden , Saman",,
,Dr Rajeev Agnihotri( M.D.-Ayurveda)Ayurvedic specialist,"Nritya, raghav school ke saamne",094259 83060,
,Aatreya Panchakarma - Ayurvedic And Homoeopathic Clinic,"Bus Stand, Nehru Nagar Main Gate, samdariya multiplex ke Samne, New",097139 95463,
,संजीवनी आयुर्वेद एवं पंचकर्म केन्द्र,G7XR+4XC,094246 09494,
,Dr. Shriram dwivedi,G7Q9+3WR,,
,keraliya panchkarma and Ayurkeralam Ayurvedic clinic,"Keraliya panchkarma, railway station, mod, near Sunil dhaba",097558 73295,
,Dr Mukesh Kumar Pandey Ayurvedic Pharma Clinic,G7R7+6VF,,
,Kalpsudha clinic,,,
,Bhagwati Ayurveda Clinic And Panchkarma Centre,"Kuthuliya Near Bhichhiya Pull, Road",087706 59742,
,Dr. Deepak Kulshrestha,"Behind Raj Vatika JP Road, Chanakyapuri Rd",098274 30701,
,PANDEY CLINIC,,,
,Sparsh Ayurveda and panchakarma therapy center,"सुपर बाजार के बगल में, Panna-Satna Rd",,
,REWA AYURVED AND RESEARCH CENTRE BODABAG,Bodabag Rd,070490 59178,
,HEALING HANDS CLINIC( Clinic For Complete Ayurveda Solutions),"Nipaniya Road, in front of Nritya Raghav Saraswati School",091744 88188,
,Aatreya Panchakarma,"2nd floor, Hotel Raj Palace ,behind SBI main branch, old bus stand collectrat road",,
